,researcher_name,skills
102,"Mandal, Krishna","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
103,"Matolak, David","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
104,"Matta, Fabio","{'department energy', 'concrete structure', 'material structural', 'construction material', 'constructed facility', 'repair civil', 'extreme stressor', 'advanced cement', 'science foundation', 'stressor area', 'cement composite', 'conduct experimental', 'dr matta team conduct experimental theoretical construction material structural performance', 'area affordable', 'concrete load', 'corrosion steel', 'dr matta', 'structure multi', 'emphasis extreme', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'polymer matrix', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'assessment constructed', 'institute standard', 'ranging affordable', 'mitigation strengthening', 'team conduct', 'dwelling structure', 'load testing', 'matta team', 'industry', 'functional reinforcement', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'civil structure', 'facility corrosion', 'national institute standard technology', 'earth masonry', 'matrix composite', 'strengthening repair', 'reinforcement cement', 'composite concrete', 'steel concrete', 'scale multi', 'structure sponsor', 'hazard mitigation', 'high quality', 'structure hazard', 'multi scale', 'masonry advanced', 'sponsor national', 'quality dwelling', 'affordable high', 'quality earth', 'national science', 'theoretical construction', 'multi functional', 'experimental theoretical', 'monitoring assessment', 'cement polymer', 'structural performance', 'national institute', 'standard technology'}"
105,"Matthews, Catherine","{'instructor csce', 'csce class', 'instructor csce class'}"
106,"Matthews, Manton M","{'natural language processing', 'language processing', 'security', 'graph theory', 'natural language'}"
107,"Matthews, Michael A.","{'institute chemical', 'field thermodynamics', 'funding national', 'role deliquescence', 'first deal', 'pem fuel', 'dioxide biomedical', 'hydride hydrogen', 'department chair', 'institute environmental', 'utilization chemical', 'carbonix llc', 'sbir grant', 'science aimed', 'product important', 'related hydrogen', 'application supercritical', 'matthew obtained', 'health science', 'biomedical engineering', 'chemistry division', 'application funding', 'teach conduct', 'founded carbonix', 'development novel', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'matthew founded', 'institute biomedical', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'understanding hydration', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'raised funding', 'ac currently', 'ha served', 'ha published', 'engineering chemistry', 'funding ha', 'important decreasing', 'chemistry ha', 'bioengineering ha', 'supercritical carbon', 'ha led', 'associate dean', 'carbon dioxide', 'conduct broad', 'doe ha', 'deal application', 'water utilization', 'novel technology', 'imaging bioengineering', 'society american', 'american chemical', 'industrial engineering', 'aimed abatement', 'environmental health', 'broad field', 'division american', 'published approximately', 'vapor sodium', 'hydrogen storage', 'ha focused', 'focused development', 'chemical hydride', 'biomedical imaging', 'natural biomaterials', 'led expanded', 'committee environmental', 'project related', 'storage medium', 'fuel cell', 'deliquescence reaction', 'paper ha', 'water vapor', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'ac fellow', 'understanding role', 'serf committee', 'national institute', 'improved understanding', 'texas joined', 'chemical engineer', 'allergenic protein', 'second thrust', 'expanded understanding', 'sodium borohydride', 'nsf doe', 'chemical society', 'ph texas', 'fellow american', 'application pem', 'green chemistry', 'technology sterilization', 'utilization reaction', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'underway group', 'american institute', 'hazard dr', 'state reaction', 'environmental improvement', 'thrust utilization', 'abatement indoor', 'project related hydrogen storage chemical hydride', 'protein respiratory', 'disinfection synthetic', 'engineer two', 'grant niehs', 'thrust underway', 'society ac', 'chair industrial', 'aid three', 'total water', 'joined teach', 'obtained ph', 'decreasing total', 'niehs second', 'dr matthew', 'respiratory hazard', 'currently serf', 'funding nsf', 'professor mike', 'major thrust', 'llc aid', 'reaction product', 'improvement ac', 'journal paper', 'storage chemical', 'mike matthew', 'ha raised', 'reaction water', 'two major', 'approximately journal', 'biomaterials funding', 'borohydride addition', 'sterilization disinfection', 'biomedical application', 'group first', 'synthetic natural', 'indoor allergenic', 'served department', 'hydration state', 'three sbir', 'cell funding'}"
108,"McAnally, A. Steve","{'corrosion control', 'treatment education', 'dr mcanally', 'study potable', 'industrial municipal', 'potable water', 'water wastewater', 'cost portable', 'wastewater treatment', 'area water', 'portable water', 'waste minimization', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'treatment unit', 'heavy metal', 'application industrial', 'appropriate technology', 'industrial waste minimization', 'particularly appropriate', 'using low', 'low cost', 'dr mcanally focus water wastewater treatment', 'constructed wetland', 'optimization study', 'environmental engineering', 'treatment heavy', 'technology application', 'community recent', 'civil environmental', 'focus water', 'project optimization', 'education reform', 'water production', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'mcanally focus', 'unit area', 'wetland application', 'metal removal', 'production using', 'recent project', 'water treatment', 'municipal wastewater', 'removal corrosion', 'developing community', 'application developing', 'reform civil', 'industrial waste'}"
109,"McCants, Dale ","{'nanofluids heat', 'fluid dynamic', 'experimental computational', 'electronics thermal', 'dr mccants', 'computational fluid', 'transfer mechanic', 'heat transfer', 'mccants nanofluids', 'experimental computational fluid dynamic heat transfer', 'dr mccants nanofluids heat transfer mechanic', 'thermal management', 'electronics thermal management', 'dynamic heat'}"
110,"McNeill, Stephen ","{'dr mcneill', 'dr mcneill computer vision', 'image correlation', 'computer vision', 'digital image', 'digital image correlation', 'experimental mechanic reverse engineering', 'mechanic reverse', 'reverse engineering', 'microprocessor', 'mcneill computer', 'experimental mechanic'}"
111,"Meekins, Benjamin H.","{'hydrogen generation', 'state electrochemistry', 'solid state', 'solid state electrochemistry', 'photoelectrochemistry', 'solar energy', 'electrochemistry'}"
112,"Mobli, Mostafa","{'previously developed', 'method applying', 'various cooling', 'continuous method', 'range fluid', 'specially focused', 'interested numerical', 'transfer focused', 'applying previously', 'method simulate', 'method analyze', 'show importance', 'fluid flow', 'reactive flow', 'glow discharge', 'accurate temperature', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'cooling industry', 'heat transfer', 'problem involving', 'flow heat', 'developed method', 'numerical solution', 'micro nano', 'nano scale', 'analysis glow', 'temperature analysis', 'scale used', 'simulate phase', 'solution problem', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'importance accurate', 'used various', 'wide range', 'involving reactive', 'developing new', 'discharge simulation', 'numerical method', 'phase change', 'new numerical', 'application specially', 'thermal analysis', 'change micro', 'focused continuous', 'analyze wide', 'focused developing', 'discharge show', 'transfer application'}"
113,"Monnier, John R.","{'current design', 'deposited metal metal', 'opportunity changing', 'value chemical', 'olefin reaction', 'surface placing', 'pem fuel', 'site permit', 'higher value', 'composition ag', 'bimetallic particle', 'salt addition', 'characterize catalytic', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'functional olefin', 'catalytic deposition', 'catalyst selective', 'onto catalyst', 'biomass molecule', 'site reducing', 'reaction selective', 'cell bimetallic', 'synthesis novel', 'result selective', 'two high', 'used deposit', 'solution onto', 'rational catalyst', 'six two', 'addition either', 'either automated', 'difficult correlate', 'prepared large', 'characterization evaluation', 'pt rh tested electrocatalysts pem fuel cell', 'particle metal', 'ha activated', 'catalyst performance', 'chemical reaction', 'laboratory us', 'deposit metal', 'nature activated', 'metal prepared', 'cu pd', 'selective epoxidation', 'funded nsf', 'traditional catalytic', 'industrially relevant', 'molecule glycerol', 'catalytic site', 'isolated crystallite', 'ed result', 'hydrocarbon higher', 'salt metal', 'catalyst design', 'project currently', 'virtually impossible', 'perhaps importantly', 'afford great', 'doe', 'relevant process', 'support perhaps', 'deposition supported', 'activated reducing', 'placing different', 'different catalytic', 'metallic surface', 'large number', 'deposition ed', 'reducing agent', 'support autocatalytic', 'successive step', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'catalyst afford', 'oxidation biomass', 'difficult characterize catalytic system', 'metal metal', 'electrocatalysts pem', 'st ambrose', 'property catalytic', 'selective hydrogenation', 'surface site', 'plug flow', 'agent process', 'deposited metal', 'crystallite secondary', 'onto metallic', 'often carried', 'rh tested', 'either catalytic', 'separate metallic', 'novel bimetallic', 'proximity bimetallic', 'engineering centerroom', 'either preparative', 'metal support', 'catalytic reaction', 'pt pd', 'formation bimetallic', 'metal solution', 'heterogeneous catalysis', 'ensemble catalytic', 'reaction pathway', 'selective oxidation biomass molecule glycerol', 'pt rh', 'either changing', 'active surface', 'deposition secondary', 'applied wide', 'salt onto', 'changing performance', 'catalytic surface', 'particle rather', 'composition laboratory', 'process applied', 'pas plug', 'deposition metal', 'high pressure', 'stirred tank', 'catalyst using', 'modifying electronic', 'fuel cell', 'secondary metal', 'silica supported', 'ag pt', 'metal contiguous', 'catalyst synthesis', 'currently funded', 'catalyst surface', 'introducing bifunctionality', 'formation isolated', 'impossible ensure', 'correlate catalyst', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'design synthesis', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'metal doe', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'formation separate metallic particle metal doe occur thus', 'reactor six', 'pressure batch', 'synthesis often', 'metal onto', 'reaction used', 'selective oxidation', 'using electroless', 'sc', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'surface ensemble', 'group focus heterogeneous catalysis', 'step metal', 'modifying electronic property catalytic surface site', 'batch stirred', 'process may', 'virtually impossible ensure formation bimetallic particle rather', 'simultaneous co', 'focus heterogeneous', 'centerroom main', 'catalyst support', 'preparative method', 'hydrogenation multi', 'onto catalytic', 'pt co', 'existing metal', 'support successive', 'ranging rational', 'performance bimetallic', 'number bimetallic', 'contiguous proximity', 'either simultaneous', 'site ha', 'selective deposition', 'bifunctionality active', 'supported carbon', 'catalytic metal', 'ed industrially', 'selective transformation', 'whereby controlled', 'impregnation metal', 'synthesis characterization', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'autocatalytic deposition', 'flow reactor', 'higher output', 'multi functional', 'pre existing', 'conducted either', 'tank reactor', 'doe occur', 'electroless deposition', 'electronic property', 'main streetcolumbia', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'onto reduced', 'great opportunity', 'metallic particle', 'catalytic system', 'changing catalyst', 'supported composition', 'us electroless', 'catalyst composition', 'difficult characterize', 'several industrial', 'agent principle', 'wisconsin milwaukee', 'engineering centerroom main streetcolumbia', 'epoxidation olefin', 'ensure formation', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'permit selected', 'reaction conducted', 'several industrial company', 'tested electrocatalysts', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'depending nature activated metal site reducing agent principle', 'silica supported composition ag pt', 'pd evaluated', 'single pas', 'selected reaction', 'occur thus', 'controlled chemical', 'chemical higher', 'may either', 'group focus', 'onto pre', 'evaluation current', 'surface formation', 'range metal', 'wide range', 'co impregnation', 'depending nature', 'industrial company', 'activated metal', 'carried either', 'bimetallic catalyst', 'output pem', 'transformation hydrocarbon', 'metal site', 'even difficult', 'au pd', 'reactor project', 'evaluated traditional', 'metal catalyst', 'metal salt', 'formation separate'}"
114,"Morehouse, Jeff ","{'cell power', 'currently involved', 'storage system', 'ha long', 'involved conventional', 'ground coupled', 'analysis currently', 'heat pump', 'pump phase', 'thermodynamic heat', 'conventional hvac', 'hvac control', 'application humid', 'humid climate', 'morehouse ha', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'engine application', 'system dr', 'based fuel', 'space based', 'evaporative system', 'student investigated', 'ranging space', 'change storage', 'investigated broad', 'dr morehouse student investigated broad range thermodynamic heat engine application', 'system design', 'heat engine', 'system ground', 'morehouse student', 'range thermodynamic', 'design analysis', 'fuel cell', 'phase change', 'associated solar', 'system application', 'dr morehouse', 'coupled heat', 'long associated', 'broad range', 'power system', 'solar energy', 'project evaporative', 'control project', 'energy system'}"
115,"Moss, Melissa Ann","{'utilize myriad', 'hallmark alzheimer', 'ha emerged', 'aggregation alzheimer', 'focus understand', 'moss focus', 'composed primarily', 'various aggregation', 'primarily amyloid', 'one hallmark', 'atomic force microscopy furthermore', 'change ab', 'therapeutic approach', 'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'cerebrovasculature may', 'aggregation product', 'disease senile', 'disease one', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'amyloid protein', 'interested ab', 'including nf', 'electron microscopy', 'aggregation ha', 'effective therapeutic', 'force microscopy', 'kb activation', 'cell particular', 'stoke plaque', 'biophysical technique', 'emerged one', 'perpetuate stoke', 'seek determine', 'atomic force', 'one therapeutic', 'accumulate brain', 'static dynamic', 'determine various', 'neuronal loss', 'dynamic light', 'agent alzheimer', 'alzheimer disease', 'disease therapy', 'process identify', 'senile plaque', 'static dynamic light scattering', 'plaque accumulate', 'effect assist', 'characterize inhibitor', 'associated neuronal', 'attenuate aggregation', 'neuronal apoptosis', 'western blotting', 'cellular effect', 'including chromatography', 'endothelial inflammatory', 'microscopy furthermore', 'approach alzheimer', 'may perpetuate', 'affect neuronal', 'design effective', 'aggregate fibril', 'activation correlating', 'main streetroom', 'plaque composed', 'nf kb', 'therapeutic agent', 'fibril deposit', 'apoptosis endothelial', 'correlating change', 'involvement protein', 'inflammatory response', 'inhibitor attenuate', 'aggregation process', 'deposit yield', 'assist effort', 'sc moss', 'product affect', 'light scattering', 'myriad biophysical', 'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'understand aggregation', 'disease focus', 'loss cerebrovasculature', 'aggregation cellular', 'neuronal vascular', 'protein aggregate', 'dot blotting', 'aggregation utilize', 'plaque consequently', 'brain associated', 'fluorescence spectroscopy', 'vascular cell', 'focus involvement', 'stimulation neuronal', 'technique including', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'protein aggregation', 'inhibition aggregation', 'ab stimulation', 'effort design', 'yield plaque', 'seek determine various aggregation product affect neuronal vascular cell particular', 'identify characterize', 'ab aggregation'}"
116,"Mullen, Robert L","{'main st', 'sc tr', 'room main', 'tr pm', 'room main st columbia', 'st columbia', 'pm pm', 'sc tr pm pm'}"
117,"Mustain, William E","{'battery', 'electrocatalysis', 'electrochemical engineering', 'synthesis'}"
118,"Nelakuditi, Srihari","{'computer networking', 'wireless networking', 'mobile computing'}"
119,"Nezhad, Cyrus Riahi","{'packed tower', 'drop electro coalescence application biofuel production', 'application flow', 'heterogeneous catalyst', 'application biofuel', 'utilizing experimental', 'nano catalyst', 'air conditioning', 'field including', 'waste water', 'flow breached', 'levee closure', 'main street room', 'combination fluid', 'waste treatment', 'organic compound', 'using water', 'nezhad broad', 'based innovative', 'broad area', 'hydrogen production', 'innovative combination', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'catalysis separation', 'oxidative destruction', 'tower optimal', 'destruction volatile', 'application nano', 'street room', 'radioactive waste', 'driven air', 'phase interaction', 'water gas', 'numerical analysis', 'biofuel production', 'mechanic utilizing', 'main street', 'electro coalescence', 'gas engine', 'gas shift', 'heterogeneous catalysis', 'gas engine driven air conditioning gedac heating cooling', 'automotive exhaust', 'catalyst hydrogen', 'exhaust emission', 'including electro', 'electric field', 'specialization based', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'high liquid flow packed tower optimal gas liquid phase interaction', 'experimental numerical', 'compound application', 'levee levee', 'sc', 'mesoporous heterogeneous', 'engine driven', 'area specialization', 'catalyst oxidative', 'optimal gas', 'characterization mesoporous', 'volatile organic', 'fluid mechanic', 'high liquid', 'application automotive', 'synthesis characterization', 'conditioning gedac', 'heating cooling', 'analysis application', 'separation enhanced', 'riahi nezhad', 'breached levee', 'electro mixing', 'shift reaction', 'flow packed', 'liquid phase', 'enhanced electric', 'gedac heating', 'tannery waste', 'radioactive waste treatment', 'liquid flow', 'coalescence application', 'tannery waste water treatment', 'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'application nano catalyst hydrogen production using water gas shift reaction', 'hydraulic fluid', 'drop electro', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'production using', 'water treatment', 'emission control', 'separation science', 'gas liquid'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'reilly teach', 'james reilly teach various undergraduate course', 'undergraduate course', 'james reilly', 'various undergraduate', 'teach various'}"
122,"Ortiz-Hernandez, Ivelisse","{'catalytic material', 'experience involves', 'ortiz hernandez', 'catalytic system', 'environmental alternate', 'teaching developing', 'ph', 'engineering chemical', 'hernandez background', 'system reaction', 'puerto rico', 'curriculum area', 'interested use', 'use analytical', 'characterization material', 'new catalytic', 'involves teaching', 'instrumentation technique', 'characterization new', 'reaction experience', 'reaction condition', 'technique characterization', 'analytical instrumentation', 'chemical reaction', 'study heterogeneous', 'study chemical', 'development characterization', 'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'material application', 'ch', 'developing new', 'background involves', 'new curriculum', 'alternate energy', 'area chemical', 'involves development', 'system also', 'involves study', 'chemical technology', 'application environmental', 'material study', 'heterogeneous catalytic', 'also interested', 'chemical engineering', 'energy system', 'condition involves'}"
123,"Pain, Christopher C.","{'imperial college', 'oceanography geophysical fluid dynamic', 'neural network', 'fluid solid', 'college london', 'london icl', 'comprises active', 'feature inverse', 'head applied', 'transient coastal', 'original author', 'general purpose', 'impact cratering wa honored imperial college london winning excellence award', 'code fluidity', 'also head', 'imaging', 'activity key', 'neutral particle radiation transport', 'honored imperial', 'key proposal', 'world leading', 'coastal flow', 'neutral particle', 'pain professor', 'including multi', 'mesh adaptive', 'engineering biomedical science group ha core numerical method ocean', 'science engineering', 'description differential', 'student completed', 'differential geometry', 'council grant', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'scientist amcg', 'innovative world', 'multiphase flow', 'pain academic', 'fluidity foundation', 'inversion inversion', 'leading modelling', 'forward neural', 'computation modelling', 'fluid dynamic', 'radiation transport', 'non linear dynamic', 'winning excellence', 'mesh adaptivity', 'purpose parallel', 'recurrent feed forward neural network', 'optimisation', 'biomedical science', 'uk also', 'seismic inversion', 'amcg specialises', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'majority activity', 'book chapter', 'resolution linear non linear equation', 'resolution linear', 'group ha', 'particle radiation', 'non linear', 'technique earth', 'phase flow', 'computational fluid', 'core numerical', 'numerical shape', 'method ocean', 'inversion transient', 'parallel solution', 'including parallel', 'dr pain', 'measure mesh', 'shape description', 'phd student', 'linear equation', 'modelling feature', 'phase ocean', 'atmosphere climate system', 'dynamic code', 'department earth', 'leading dr', 'geometry original', 'ocean modelling', 'climate system', 'authored journal', 'including parallel solution technique', 'geophysical fluid', 'application innovative', 'coupled fluid', 'academic general', 'solution technique', 'nuclear safety', 'error measure', 'inversion method', 'earth science', 'modelling ha', 'engineering fluid including multiphase flow', 'modelling group', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'using adjoint', 'priori error', 'adjoint method', 'ha core', 'cratering wa', 'feed forward', 'engineering fluid', 'largest grouping', 'adaptive multi', 'engineering imperial', 'industry council', 'including multiphase', 'parallel computational', 'fluid including', 'dynamic including', 'atmosphere climate', 'applied computation', 'element method', 'method ha', 'modelling discrete', 'dr pain professor department earth science engineering imperial college london icl', 'patent', 'coupled fluid solid modelling discrete element method', 'wa honored', 'ha authored', 'flow using', 'priori error measure mesh adaptivity', 'specialises development', 'multi phase', 'numerical', 'electrical inversion', 'oceanography geophysical', 'turbulence modelling', 'graduated phd', 'development application', 'ha included', 'completed industry', 'foundation majority', 'modelling technique', 'inverse modelling', 'discretization technique', 'icl comprises', 'professor department', 'anisotropic electrical', 'london winning', 'discrete element', 'excellence award', 'science group', 'linear dynamic', 'active scientist', 'graduated phd student completed industry council grant', 'solid modelling', 'author general', 'journal publication', 'recognition world', 'recurrent feed', 'included anisotropic', 'engineering biomedical', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'numerical method', 'linear non', 'uk also head applied computation modelling group amcg', 'impact cratering', 'grouping icl', 'general computational', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'group amcg'}"
124,"Patel, Chandrashekhar","{'molecular regulation', 'bldg room', 'ferry road', 'medicine bldg', 'regulation vascular', 'room garner', 'road columbia', 'vascular endothelial', 'patel molecular', 'smooth muscle', 'garner ferry', 'muscle cell', 'sc patel molecular regulation vascular endothelial smooth muscle cell', 'endothelial smooth', 'school medicine', 'school medicine bldg room garner ferry road columbia', 'sc patel'}"
125,"Paul, Titan C.","{'numerical method conjugate heat mass transfer problem', 'transfer moisture', 'moisture migration', 'heat transfer phase change', 'paul includes', 'conjugate heat', 'migration problem', 'energy storage', 'method conjugate', 'building environment', 'heat transfer', 'liquid solar', 'management microelectronics', 'transfer problem', 'storage liquid', 'dr paul', 'mass transfer', 'dr paul includes energy storage liquid solar technology', 'includes energy', 'transfer phase', 'numerical method', 'phase change', 'thermal management microelectronics', 'heat mass', 'solar technology', 'thermal management', 'heat transfer moisture migration problem building environment', 'problem building'}"
126,"Peters, Wally ","{'dr peter complex system study design', 'peter complex', 'complex system', 'system study', 'study design', 'dr peter'}"
127,"Plante, Portia","{'portia plante teach various undergraduate course', 'portia plante', 'undergraduate course', 'various undergraduate', 'plante teach', 'teach various'}"
128,"Popov, Branko N.","{'engineering centerroom main streetcolumbia', 'sc dr popovpopov readership worldwideph', 'skopje', 'engineering centerroom', 'dr popovpopov', 'main streetcolumbia', 'kiril metodij', 'centerroom main', 'zagreb', 'popovpopov readership', 'readership worldwideph', 'sc dr', 'illinois', 'croatia', 'macedonia'}"
129,"Potts, Jay","{'fibroblastic lineage', 'periostin promotes', 'membranous portion', 'pathway atrioventricular', 'potts', 'understanding early', 'foundation future', 'canal responsible', 'early heart', 'medicine bldg', 'markwald', 'cardiac defect', 'particular av', 'av canal', 'hoffman', 'lineage pathway', 'production av', 'valve membranous', 'heart particular', 'malformation place', 'dev dyn', 'place extreme', 'cardiac malformation', 'atrioventricular canal', 'sociological personal', 'canal formed', 'rr', 'canal av', 'burden myriad', 'personal burden', 'interventricular septum', 'room garner', 'known atrioventricular', 'measure norris', 'transformation understanding', 'prevalence congenital', 'building foundation', 'garner ferry', 'promotes fibroblastic', 'brook', 'future therapeutic', 'ra', 'critical building', 'valve progenitor', 'extreme sociological', 'jd', 'formed critical', 'progenitor cell', 'mj', 'atrioventricular valve', 'av av', 'road columbia', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'yost', 'school medicine bldg room garner ferry road columbia', 'therapeutic measure', 'known epithelial', 'tan', 'portion interventricular', 'involve region', 'rl periostin', 'congenital cardiac', 'ferry road', 'accomplished process', 'mesenchymal cell', 'septum accomplished', 'damon', 'epithelial mesenchymal', 'region known', 'mm', 'process known', 'school medicine', 'hart', 'sc prevalence', 'bldg room', 'goodwin', 'responsible production', 'junor', 'av valve', 'cell dev', 'cell transformation', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'myriad congenital', 'defect majority', 'majority involve'}"
130,"Qian, Yu","{'discrete element simulation currently serving committee member three trb committee', 'ha working', 'transportation committee', 'focusing heavy', 'yu qian', 'currently serving', 'three trb', 'mainly focusing', 'high speed rail', 'geosynthetics', 'two arema', 'member three', 'track structure', 'geotechnics railroad', 'arema committee', 'two arema committee', 'pavement', 'discrete element', 'simulation currently', 'high speed', 'element simulation', 'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'qian ha', 'haul transit', 'heavy haul', 'infrastructure related', 'dr yu', 'transit track', 'railroad infrastructure', 'serving committee', 'committee member', 'transportation geotechnics', 'mainly focusing heavy haul transit track structure', 'asce rail transportation committee', 'trb committee', 'speed rail', 'rail transportation', 'asce rail', 'working transportation'}"
131,"Ranson, Bill ","{'system measurement', 'life prediction', 'mathematical modeling', 'technology learning', 'system life', 'mechanical system', 'computer vision', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'scale invariant', 'vision application', 'dr ranson', 'modeling mechanical', 'measurement system', 'prediction application', 'invariant computer', 'dr ranson scale invariant computer vision application measurement mechanical system', 'application measurement', 'application technology', 'measurement mechanical', 'learning system', 'ranson scale'}"
132,"Regalbuto, John R.","{'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'centerroom main', 'notre dame', 'engineering centerroom', 'sc'}"
133,"Regan, Elizabeth A.","{'kentucky state', 'regan served', 'technology associate', 'morehead state', 'information technology', 'eastern kentucky', 'information organization', 'program wa', 'technology also', 'council kentucky', 'professor health', 'coordinating council', 'board chair', 'himss innovation', 'usc july', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'kentucky', 'faculty kentucky', 'year', 'public health', 'suite', 'served chair', 'department information', 'center eastern', 'wa recently', 'innovation assembly', 'department integrated', 'two year', 'also serf', 'northeast kentucky', 'information exchange', 'innovation committee', 'rhio also', 'arnold school', 'board director', 'member first', 'state health', 'joining usc', 'served chair department information system', 'smith endowed', 'health information', 'regan chair', 'connecticutm', 'kentucky regional', 'extension center', 'sc', 'information system', 'serf board', 'first board', 'neky rhio', 'elizabeth regan', 'organization neky', 'management two', 'chair rhio', 'exchange faculty', 'school public', 'kentucky dr', 'serf regional', 'national himss', 'endowed chair', 'associate professor', 'integrated information', 'medical school', 'elmer donna', 'school rural', 'appointed national', 'adjunct professor', 'health system', 'five year', 'prior joining', 'physician leadership', 'health prior', 'served five', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'year coordinating', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'regional extension', 'dr regan', 'system management', 'donna smith', 'founding member', 'kentucky medical', 'rural physician', 'year serf', 'chair department', 'assembly street', 'innovation assembly street', 'leadership program', 'also adjunct', 'professor arnold', 'director northeast', 'connecticutdr elizabeth', 'regional health', 'chair health', 'college business', 'recently appointed'}"
