,researcher_name,skills
102,"Mandal, Krishna","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
103,"Matolak, David","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
104,"Matta, Fabio","{'scale multi', 'quality earth', 'dr matta team conduct experimental theoretical construction material structural performance', 'structure multi', 'matta team', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'institute standard', 'matrix composite', 'repair civil', 'science foundation', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'team conduct', 'strengthening repair', 'area affordable', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'stressor area', 'monitoring assessment', 'assessment constructed', 'cement polymer', 'industry', 'conduct experimental', 'multi functional', 'hazard mitigation', 'national institute', 'structural performance', 'civil structure', 'reinforcement cement', 'advanced cement', 'dr matta', 'polymer matrix', 'dwelling structure', 'structure hazard', 'cement composite', 'facility corrosion', 'sponsor national', 'affordable high', 'standard technology', 'high quality', 'mitigation strengthening', 'department energy', 'concrete load', 'national science', 'composite concrete', 'functional reinforcement', 'concrete structure', 'earth masonry', 'theoretical construction', 'constructed facility', 'construction material', 'quality dwelling', 'experimental theoretical', 'structure sponsor', 'masonry advanced', 'material structural', 'multi scale', 'emphasis extreme', 'ranging affordable', 'corrosion steel', 'load testing', 'national institute standard technology', 'steel concrete', 'extreme stressor'}"
105,"Matthews, Catherine","{'instructor csce class', 'instructor csce', 'csce class'}"
106,"Matthews, Manton M","{'natural language', 'natural language processing', 'language processing', 'security', 'graph theory'}"
107,"Matthews, Michael A.","{'indoor allergenic', 'product important', 'role deliquescence', 'industrial engineering', 'hazard dr', 'ha published', 'ph texas', 'chemical society', 'expanded understanding', 'cell funding', 'disinfection synthetic', 'biomedical application', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'serf committee', 'health science', 'project related hydrogen storage chemical hydride', 'understanding role', 'matthew founded', 'engineering chemistry', 'society american', 'joined teach', 'teach conduct', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'science aimed', 'two major', 'borohydride addition', 'raised funding', 'ha led', 'society ac', 'matthew obtained', 'green chemistry', 'approximately journal', 'doe ha', 'sodium borohydride', 'american institute', 'carbon dioxide', 'decreasing total', 'development novel', 'llc aid', 'sbir grant', 'funding ha', 'fellow american', 'division american', 'allergenic protein', 'bioengineering ha', 'improved understanding', 'supercritical carbon', 'deliquescence reaction', 'led expanded', 'committee environmental', 'funding national', 'focused development', 'institute chemical', 'state reaction', 'respiratory hazard', 'understanding hydration', 'synthetic natural', 'hydration state', 'american chemical', 'chemical hydride', 'journal paper', 'chemistry division', 'reaction product', 'application pem', 'group first', 'obtained ph', 'environmental improvement', 'professor mike', 'project related', 'institute biomedical', 'abatement indoor', 'application funding', 'total water', 'ha served', 'storage chemical', 'ac currently', 'broad field', 'natural biomaterials', 'conduct broad', 'hydride hydrogen', 'biomedical imaging', 'department chair', 'deal application', 'national institute', 'paper ha', 'carbonix llc', 'water vapor', 'utilization reaction', 'important decreasing', 'thrust underway', 'major thrust', 'chemical engineer', 'improvement ac', 'application supercritical', 'imaging bioengineering', 'field thermodynamics', 'currently serf', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'biomedical engineering', 'aid three', 'protein respiratory', 'environmental health', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'dr matthew', 'water utilization', 'related hydrogen', 'engineer two', 'published approximately', 'mike matthew', 'hydrogen storage', 'associate dean', 'vapor sodium', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'fuel cell', 'utilization chemical', 'novel technology', 'underway group', 'reaction water', 'first deal', 'institute environmental', 'storage medium', 'thrust utilization', 'funding nsf', 'chemistry ha', 'ac fellow', 'second thrust', 'pem fuel', 'aimed abatement', 'chair industrial', 'dioxide biomedical', 'niehs second', 'served department', 'grant niehs', 'nsf doe', 'three sbir', 'ha focused', 'ha raised', 'sterilization disinfection', 'biomaterials funding', 'founded carbonix', 'texas joined', 'technology sterilization'}"
108,"McAnally, A. Steve","{'industrial municipal', 'water production', 'water treatment', 'study potable', 'unit area', 'focus water', 'recent project', 'technology application', 'municipal wastewater', 'metal removal', 'mcanally focus', 'waste minimization', 'removal corrosion', 'dr mcanally focus water wastewater treatment', 'wetland application', 'reform civil', 'application industrial', 'treatment heavy', 'appropriate technology', 'potable water', 'treatment unit', 'corrosion control', 'wastewater treatment', 'water wastewater', 'dr mcanally', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'optimization study', 'using low', 'treatment education', 'low cost', 'industrial waste', 'environmental engineering', 'cost portable', 'portable water', 'education reform', 'constructed wetland', 'industrial waste minimization', 'particularly appropriate', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'application developing', 'developing community', 'community recent', 'production using', 'heavy metal', 'civil environmental', 'area water', 'project optimization'}"
109,"McCants, Dale ","{'dr mccants nanofluids heat transfer mechanic', 'experimental computational fluid dynamic heat transfer', 'heat transfer', 'electronics thermal', 'transfer mechanic', 'dynamic heat', 'experimental computational', 'nanofluids heat', 'dr mccants', 'electronics thermal management', 'computational fluid', 'mccants nanofluids', 'fluid dynamic', 'thermal management'}"
110,"McNeill, Stephen ","{'mcneill computer', 'reverse engineering', 'image correlation', 'mechanic reverse', 'dr mcneill', 'computer vision', 'experimental mechanic reverse engineering', 'microprocessor', 'digital image', 'experimental mechanic', 'digital image correlation', 'dr mcneill computer vision'}"
111,"Meekins, Benjamin H.","{'hydrogen generation', 'electrochemistry', 'state electrochemistry', 'solid state', 'solid state electrochemistry', 'solar energy', 'photoelectrochemistry'}"
112,"Mobli, Mostafa","{'analyze wide', 'discharge show', 'application specially', 'developed method', 'heat transfer', 'temperature analysis', 'phase change', 'transfer application', 'numerical method', 'importance accurate', 'focused continuous', 'transfer focused', 'flow heat', 'thermal analysis', 'accurate temperature', 'analysis glow', 'applying previously', 'fluid flow', 'developing new', 'problem involving', 'cooling industry', 'reactive flow', 'glow discharge', 'previously developed', 'scale used', 'discharge simulation', 'solution problem', 'method analyze', 'various cooling', 'interested numerical', 'used various', 'focused developing', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'wide range', 'continuous method', 'specially focused', 'show importance', 'simulate phase', 'method simulate', 'micro nano', 'change micro', 'range fluid', 'involving reactive', 'method applying', 'numerical solution', 'new numerical', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'nano scale'}"
113,"Monnier, John R.","{'site permit', 'modifying electronic property catalytic surface site', 'several industrial', 'metal solution', 'afford great', 'deposition ed', 'catalyst afford', 'catalyst using', 'salt onto', 'activated metal', 'silica supported', 'st ambrose', 'catalytic surface', 'catalytic site', 'centerroom main', 'whereby controlled', 'onto pre', 'deposition metal', 'epoxidation olefin', 'pressure batch', 'changing performance', 'metallic particle', 'correlate catalyst', 'nature activated', 'multi functional', 'site ha', 'evaluation current', 'performance bimetallic', 'pas plug', 'active surface', 'design synthesis', 'biomass molecule', 'reaction conducted', 'activated reducing', 'virtually impossible ensure formation bimetallic particle rather', 'particle metal', 'rh tested', 'main streetcolumbia', 'pd evaluated', 'catalytic metal', 'ensure formation', 'tank reactor', 'pt pd', 'surface ensemble', 'batch stirred', 'either automated', 'ag pt', 'bifunctionality active', 'value chemical', 'difficult correlate', 'transformation hydrocarbon', 'reaction used', 'electrocatalysts pem', 'group focus', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'onto metallic', 'conducted either', 'wisconsin milwaukee', 'formation bimetallic', 'ensemble catalytic', 'cu pd', 'au pd', 'formation isolated', 'agent principle', 'property catalytic', 'metal contiguous', 'often carried', 'virtually impossible', 'solution onto', 'six two', 'formation separate metallic particle metal doe occur thus', 'reaction pathway', 'process applied', 'changing catalyst', 'surface site', 'even difficult', 'metal catalyst', 'onto catalyst', 'catalyst selective', 'characterization evaluation', 'pre existing', 'pt rh tested electrocatalysts pem fuel cell', 'particle rather', 'ranging rational', 'group focus heterogeneous catalysis', 'catalyst surface', 'occur thus', 'salt metal', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'opportunity changing', 'site reducing', 'industrial company', 'sc', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'higher output', 'cell bimetallic', 'using electroless', 'metal doe', 'deposited metal', 'salt addition', 'metal metal', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'higher value', 'simultaneous co', 'ha activated', 'wide range', 'electronic property', 'oxidation biomass', 'selective oxidation', 'bimetallic catalyst', 'composition laboratory', 'catalyst design', 'currently funded', 'controlled chemical', 'depending nature', 'difficult characterize', 'catalyst performance', 'composition ag', 'engineering centerroom', 'pt co', 'us electroless', 'support autocatalytic', 'depending nature activated metal site reducing agent principle', 'process may', 'successive step', 'autocatalytic deposition', 'preparative method', 'range metal', 'support successive', 'deposited metal metal', 'great opportunity', 'proximity bimetallic', 'heterogeneous catalysis', 'step metal', 'impossible ensure', 'laboratory us', 'crystallite secondary', 'olefin reaction', 'deposit metal', 'hydrocarbon higher', 'catalyst synthesis', 'doe', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'addition either', 'modifying electronic', 'existing metal', 'carried either', 'result selective', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'hydrogenation multi', 'characterize catalytic', 'metal prepared', 'chemical higher', 'catalytic deposition', 'secondary metal', 'placing different', 'several industrial company', 'metal site', 'silica supported composition ag pt', 'synthesis novel', 'either preparative', 'number bimetallic', 'evaluated traditional', 'reducing agent', 'metallic surface', 'catalyst support', 'single pas', 'different catalytic', 'perhaps importantly', 'catalytic reaction', 'difficult characterize catalytic system', 'selective transformation', 'onto catalytic', 'ed result', 'output pem', 'surface formation', 'pt rh', 'relevant process', 'used deposit', 'applied wide', 'functional olefin', 'stirred tank', 'project currently', 'synthesis characterization', 'focus heterogeneous', 'prepared large', 'metal onto', 'deposition secondary', 'high pressure', 'either simultaneous', 'selective oxidation biomass molecule glycerol', 'isolated crystallite', 'selected reaction', 'fuel cell', 'traditional catalytic', 'either catalytic', 'reaction selective', 'onto reduced', 'large number', 'novel bimetallic', 'contiguous proximity', 'reactor project', 'separate metallic', 'doe occur', 'support perhaps', 'molecule glycerol', 'supported composition', 'catalyst composition', 'plug flow', 'rational catalyst', 'introducing bifunctionality', 'co impregnation', 'industrially relevant', 'pem fuel', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'flow reactor', 'formation separate', 'chemical reaction', 'engineering centerroom main streetcolumbia', 'surface placing', 'supported carbon', 'permit selected', 'agent process', 'bimetallic particle', 'selective epoxidation', 'two high', 'metal salt', 'funded nsf', 'impregnation metal', 'current design', 'metal support', 'synthesis often', 'tested electrocatalysts', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'reactor six', 'catalytic system', 'selective hydrogenation', 'selective deposition', 'electroless deposition', 'ed industrially', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'may either', 'deposition supported', 'either changing'}"
114,"Morehouse, Jeff ","{'application humid', 'morehouse student', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'analysis currently', 'system application', 'ground coupled', 'phase change', 'project evaporative', 'fuel cell', 'coupled heat', 'solar energy', 'heat engine', 'currently involved', 'energy system', 'involved conventional', 'engine application', 'broad range', 'ha long', 'range thermodynamic', 'investigated broad', 'ranging space', 'heat pump', 'cell power', 'dr morehouse', 'storage system', 'thermodynamic heat', 'system dr', 'associated solar', 'system ground', 'control project', 'long associated', 'pump phase', 'power system', 'morehouse ha', 'system design', 'space based', 'change storage', 'conventional hvac', 'student investigated', 'design analysis', 'humid climate', 'hvac control', 'evaporative system', 'based fuel', 'dr morehouse student investigated broad range thermodynamic heat engine application'}"
115,"Moss, Melissa Ann","{'western blotting', 'apoptosis endothelial', 'correlating change', 'fluorescence spectroscopy', 'aggregation ha', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'therapeutic approach', 'stoke plaque', 'yield plaque', 'deposit yield', 'neuronal apoptosis', 'effort design', 'atomic force', 'alzheimer disease', 'fibril deposit', 'vascular cell', 'static dynamic light scattering', 'inhibition aggregation', 'protein aggregation', 'one hallmark', 'including chromatography', 'affect neuronal', 'ab stimulation', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'utilize myriad', 'approach alzheimer', 'associated neuronal', 'amyloid protein', 'may perpetuate', 'agent alzheimer', 'disease focus', 'focus understand', 'determine various', 'ha emerged', 'seek determine various aggregation product affect neuronal vascular cell particular', 'process identify', 'ab aggregation', 'nf kb', 'change ab', 'seek determine', 'interested ab', 'aggregate fibril', 'product affect', 'assist effort', 'plaque composed', 'effect assist', 'understand aggregation', 'aggregation process', 'protein aggregate', 'light scattering', 'moss focus', 'biophysical technique', 'inhibitor attenuate', 'therapeutic agent', 'main streetroom', 'cerebrovasculature may', 'attenuate aggregation', 'disease one', 'technique including', 'atomic force microscopy furthermore', 'characterize inhibitor', 'neuronal vascular', 'inflammatory response', 'cellular effect', 'perpetuate stoke', 'activation correlating', 'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'primarily amyloid', 'aggregation product', 'disease therapy', 'kb activation', 'aggregation utilize', 'involvement protein', 'emerged one', 'cell particular', 'myriad biophysical', 'dynamic light', 'static dynamic', 'endothelial inflammatory', 'disease senile', 'aggregation alzheimer', 'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'identify characterize', 'aggregation cellular', 'neuronal loss', 'sc moss', 'electron microscopy', 'plaque accumulate', 'plaque consequently', 'focus involvement', 'stimulation neuronal', 'composed primarily', 'effective therapeutic', 'various aggregation', 'microscopy furthermore', 'hallmark alzheimer', 'force microscopy', 'one therapeutic', 'dot blotting', 'loss cerebrovasculature', 'brain associated', 'including nf', 'design effective', 'accumulate brain', 'senile plaque'}"
116,"Mullen, Robert L","{'main st', 'sc tr pm pm', 'pm pm', 'room main st columbia', 'tr pm', 'room main', 'sc tr', 'st columbia'}"
117,"Mustain, William E","{'synthesis', 'battery', 'electrochemical engineering', 'electrocatalysis'}"
118,"Nelakuditi, Srihari","{'computer networking', 'mobile computing', 'wireless networking'}"
119,"Nezhad, Cyrus Riahi","{'application flow', 'application nano catalyst hydrogen production using water gas shift reaction', 'main street room', 'enhanced electric', 'area specialization', 'emission control', 'including electro', 'automotive exhaust', 'electro coalescence', 'gas shift', 'main street', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'catalyst hydrogen', 'high liquid', 'liquid phase', 'gas engine', 'phase interaction', 'fluid mechanic', 'application nano', 'separation enhanced', 'nezhad broad', 'tannery waste', 'destruction volatile', 'hydraulic fluid', 'shift reaction', 'water treatment', 'separation science', 'experimental numerical', 'waste water', 'volatile organic', 'catalyst oxidative', 'analysis application', 'tower optimal', 'sc', 'air conditioning', 'engine driven', 'liquid flow', 'broad area', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'biofuel production', 'optimal gas', 'utilizing experimental', 'drop electro', 'conditioning gedac', 'heterogeneous catalysis', 'waste treatment', 'levee levee', 'application biofuel', 'gedac heating', 'high liquid flow packed tower optimal gas liquid phase interaction', 'nano catalyst', 'using water', 'numerical analysis', 'levee closure', 'radioactive waste treatment', 'heterogeneous catalyst', 'tannery waste water treatment', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'combination fluid', 'oxidative destruction', 'driven air', 'field including', 'electro mixing', 'catalysis separation', 'street room', 'production using', 'heating cooling', 'compound application', 'packed tower', 'synthesis characterization', 'application automotive', 'exhaust emission', 'hydrogen production', 'gas engine driven air conditioning gedac heating cooling', 'innovative combination', 'mechanic utilizing', 'coalescence application', 'organic compound', 'radioactive waste', 'specialization based', 'electric field', 'gas liquid', 'flow packed', 'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'breached levee', 'water gas', 'mesoporous heterogeneous', 'riahi nezhad', 'based innovative', 'flow breached', 'characterization mesoporous', 'drop electro coalescence application biofuel production'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'james reilly', 'undergraduate course', 'teach various', 'james reilly teach various undergraduate course', 'various undergraduate', 'reilly teach'}"
122,"Ortiz-Hernandez, Ivelisse","{'interested use', 'system also', 'experience involves', 'reaction condition', 'characterization material', 'area chemical', 'new curriculum', 'condition involves', 'development characterization', 'involves development', 'energy system', 'environmental alternate', 'instrumentation technique', 'reaction experience', 'alternate energy', 'puerto rico', 'hernandez background', 'involves study', 'developing new', 'new catalytic', 'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'teaching developing', 'ch', 'catalytic material', 'study heterogeneous', 'heterogeneous catalytic', 'chemical reaction', 'chemical engineering', 'analytical instrumentation', 'also interested', 'material application', 'chemical technology', 'ph', 'material study', 'use analytical', 'technique characterization', 'application environmental', 'system reaction', 'involves teaching', 'catalytic system', 'curriculum area', 'characterization new', 'engineering chemical', 'background involves', 'ortiz hernandez', 'study chemical'}"
123,"Pain, Christopher C.","{'head applied', 'oceanography geophysical', 'forward neural', 'discretization technique', 'student completed', 'winning excellence', 'atmosphere climate', 'adjoint method', 'climate system', 'phase flow', 'parallel solution', 'patent', 'authored journal', 'graduated phd', 'applied computation', 'numerical', 'fluid including', 'fluid solid', 'general computational', 'earth science', 'flow using', 'recurrent feed forward neural network', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'phase ocean', 'application innovative', 'coastal flow', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'professor department', 'london winning', 'linear equation', 'recognition world', 'parallel computational', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'feed forward', 'innovative world', 'impact cratering', 'london icl', 'council grant', 'pain professor', 'college london', 'including multi', 'scientist amcg', 'differential geometry', 'author general', 'adaptive multi', 'grouping icl', 'uk also head applied computation modelling group amcg', 'priori error', 'honored imperial', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'dynamic including', 'engineering fluid', 'recurrent feed', 'including parallel solution technique', 'dynamic code', 'cratering wa', 'multiphase flow', 'electrical inversion', 'measure mesh', 'shape description', 'largest grouping', 'foundation majority', 'coupled fluid solid modelling discrete element method', 'imperial college', 'error measure', 'amcg specialises', 'imaging', 'excellence award', 'priori error measure mesh adaptivity', 'original author', 'group amcg', 'comprises active', 'world leading', 'non linear', 'linear dynamic', 'book chapter', 'inversion inversion', 'also head', 'academic general', 'leading modelling', 'including multiphase', 'oceanography geophysical fluid dynamic', 'wa honored', 'key proposal', 'engineering biomedical', 'engineering imperial', 'multi phase', 'nuclear safety', 'geometry original', 'mesh adaptivity', 'science engineering', 'pain academic', 'computational fluid', 'included anisotropic', 'department earth', 'anisotropic electrical', 'numerical method', 'mesh adaptive', 'ocean modelling', 'inversion transient', 'completed industry', 'biomedical science', 'active scientist', 'core numerical', 'journal publication', 'uk also', 'particle radiation', 'linear non', 'ha authored', 'turbulence modelling', 'modelling discrete', 'resolution linear non linear equation', 'specialises development', 'fluidity foundation', 'ha included', 'method ha', 'description differential', 'neutral particle radiation transport', 'code fluidity', 'fluid dynamic', 'resolution linear', 'activity key', 'optimisation', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'coupled fluid', 'neutral particle', 'development application', 'including parallel', 'icl comprises', 'group ha', 'using adjoint', 'modelling technique', 'dr pain', 'solution technique', 'engineering fluid including multiphase flow', 'geophysical fluid', 'feature inverse', 'modelling ha', 'computation modelling', 'phd student', 'inversion method', 'impact cratering wa honored imperial college london winning excellence award', 'majority activity', 'leading dr', 'discrete element', 'ha core', 'seismic inversion', 'dr pain professor department earth science engineering imperial college london icl', 'engineering biomedical science group ha core numerical method ocean', 'industry council', 'general purpose', 'radiation transport', 'neural network', 'modelling group', 'modelling feature', 'atmosphere climate system', 'inverse modelling', 'science group', 'purpose parallel', 'non linear dynamic', 'graduated phd student completed industry council grant', 'element method', 'transient coastal', 'method ocean', 'solid modelling', 'numerical shape', 'technique earth'}"
124,"Patel, Chandrashekhar","{'smooth muscle', 'school medicine bldg room garner ferry road columbia', 'garner ferry', 'patel molecular', 'school medicine', 'bldg room', 'regulation vascular', 'endothelial smooth', 'sc patel', 'molecular regulation', 'muscle cell', 'room garner', 'ferry road', 'medicine bldg', 'road columbia', 'sc patel molecular regulation vascular endothelial smooth muscle cell', 'vascular endothelial'}"
125,"Paul, Titan C.","{'includes energy', 'migration problem', 'liquid solar', 'heat transfer', 'conjugate heat', 'storage liquid', 'phase change', 'numerical method', 'dr paul', 'thermal management', 'building environment', 'paul includes', 'problem building', 'moisture migration', 'heat transfer moisture migration problem building environment', 'heat mass', 'transfer problem', 'heat transfer phase change', 'transfer phase', 'method conjugate', 'dr paul includes energy storage liquid solar technology', 'transfer moisture', 'management microelectronics', 'numerical method conjugate heat mass transfer problem', 'solar technology', 'thermal management microelectronics', 'energy storage', 'mass transfer'}"
126,"Peters, Wally ","{'peter complex', 'study design', 'system study', 'dr peter', 'dr peter complex system study design', 'complex system'}"
127,"Plante, Portia","{'portia plante', 'undergraduate course', 'teach various', 'various undergraduate', 'portia plante teach various undergraduate course', 'plante teach'}"
128,"Popov, Branko N.","{'centerroom main', 'sc dr popovpopov readership worldwideph', 'sc dr', 'croatia', 'readership worldwideph', 'kiril metodij', 'engineering centerroom main streetcolumbia', 'popovpopov readership', 'illinois', 'dr popovpopov', 'skopje', 'macedonia', 'main streetcolumbia', 'zagreb', 'engineering centerroom'}"
129,"Potts, Jay","{'cardiac defect', 'understanding early', 'promotes fibroblastic', 'interventricular septum', 'formed critical', 'cell dev', 'place extreme', 'particular av', 'goodwin', 'majority involve', 'cell transformation', 'potts', 'responsible production', 'jd', 'damon', 'pathway atrioventricular', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'personal burden', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'canal formed', 'brook', 'known atrioventricular', 'malformation place', 'defect majority', 'school medicine', 'ra', 'mj', 'room garner', 'ferry road', 'junor', 'tan', 'septum accomplished', 'valve membranous', 'extreme sociological', 'lineage pathway', 'foundation future', 'heart particular', 'school medicine bldg room garner ferry road columbia', 'measure norris', 'accomplished process', 'rl periostin', 'critical building', 'mm', 'cardiac malformation', 'sociological personal', 'congenital cardiac', 'rr', 'canal av', 'yost', 'mesenchymal cell', 'road columbia', 'hoffman', 'membranous portion', 'portion interventricular', 'canal responsible', 'building foundation', 'atrioventricular canal', 'progenitor cell', 'early heart', 'atrioventricular valve', 'therapeutic measure', 'fibroblastic lineage', 'garner ferry', 'markwald', 'bldg room', 'region known', 'sc prevalence', 'future therapeutic', 'valve progenitor', 'myriad congenital', 'av canal', 'involve region', 'burden myriad', 'prevalence congenital', 'periostin promotes', 'transformation understanding', 'known epithelial', 'hart', 'process known', 'dev dyn', 'av av', 'av valve', 'epithelial mesenchymal', 'medicine bldg', 'production av'}"
130,"Qian, Yu","{'discrete element simulation currently serving committee member three trb committee', 'railroad infrastructure', 'currently serving', 'geotechnics railroad', 'two arema', 'arema committee', 'infrastructure related', 'mainly focusing heavy haul transit track structure', 'transportation committee', 'member three', 'trb committee', 'transit track', 'working transportation', 'track structure', 'committee member', 'discrete element', 'speed rail', 'asce rail', 'qian ha', 'transportation geotechnics', 'heavy haul', 'rail transportation', 'simulation currently', 'mainly focusing', 'high speed rail', 'yu qian', 'focusing heavy', 'geosynthetics', 'two arema committee', 'pavement', 'three trb', 'asce rail transportation committee', 'haul transit', 'ha working', 'serving committee', 'dr yu', 'high speed', 'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'element simulation'}"
131,"Ranson, Bill ","{'modeling mechanical', 'prediction application', 'vision application', 'measurement mechanical', 'invariant computer', 'application technology', 'ranson scale', 'dr ranson', 'measurement system', 'application measurement', 'system measurement', 'life prediction', 'scale invariant', 'technology learning', 'dr ranson scale invariant computer vision application measurement mechanical system', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'learning system', 'mechanical system', 'computer vision', 'system life', 'mathematical modeling'}"
132,"Regalbuto, John R.","{'centerroom main', 'notre dame', 'sc', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'engineering centerroom'}"
133,"Regan, Elizabeth A.","{'chair rhio', 'year coordinating', 'five year', 'also adjunct', 'neky rhio', 'innovation assembly street', 'professor arnold', 'department integrated', 'integrated information', 'public health', 'management two', 'innovation assembly', 'medical school', 'adjunct professor', 'system management', 'exchange faculty', 'served chair', 'wa recently', 'information system', 'arnold school', 'founding member', 'program wa', 'served chair department information system', 'kentucky medical', 'chair department', 'suite', 'health prior', 'information organization', 'physician leadership', 'leadership program', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'smith endowed', 'regional health', 'faculty kentucky', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'rural physician', 'extension center', 'technology also', 'sc', 'endowed chair', 'serf board', 'also serf', 'serf regional', 'elmer donna', 'two year', 'department information', 'joining usc', 'kentucky regional', 'connecticutm', 'college business', 'regan served', 'prior joining', 'dr regan', 'kentucky state', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'school public', 'kentucky', 'board director', 'recently appointed', 'regional extension', 'elizabeth regan', 'professor health', 'information technology', 'himss innovation', 'chair health', 'member first', 'coordinating council', 'appointed national', 'health system', 'connecticutdr elizabeth', 'regan chair', 'year serf', 'first board', 'usc july', 'board chair', 'organization neky', 'council kentucky', 'eastern kentucky', 'health information', 'donna smith', 'innovation committee', 'assembly street', 'morehead state', 'associate professor', 'state health', 'technology associate', 'information exchange', 'served five', 'school rural', 'kentucky dr', 'rhio also', 'northeast kentucky', 'director northeast', 'national himss', 'year', 'center eastern'}"
